KeyId,MyPN,Name,Description,Symbol,Value,Value2,Type,Forward_Voltage,Reverse_Voltage,Breakdown_Voltage,Forward_Current,Reverse_Current,Power_Dissipation,Capacitance,Standoff_Voltage,Clamping_Voltage,Tolerance,Reverse_Recovery_Time,Package,Footprint,Footprint_Filter,Dimensions,Height,Termination,Anode_Marking,Cathode_Marking,Min_Temp,Max_Temp,Operating_Temp,Mount,Reflow_Profile,MSL_Rating,Datasheet,RoHS_Compliant,REACH_Compliant,Halogen_Free,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-DIO-00156,BZX85C10_D_ZENER_10V_1.3W_DO41,Zener Diode 10V 1.3W,MyLib_Diode:D_Zener,BZX85C10,,Zener,,,10V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C115000,,,,,,,,,DIO-0156,Semiconductors,Diodes,100,50,200,BIN-6,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00157,BZX85C11_D_ZENER_11V_1.3W_DO41,Zener Diode 11V 1.3W,MyLib_Diode:D_Zener,BZX85C11,,Zener,,,11V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C115000,,,,,,,,,DIO-0157,Semiconductors,Diodes,70,25,140,BIN-6,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00158,BZX85C12_D_ZENER_12V_1.3W_DO41,Zener Diode 12V 1.3W,MyLib_Diode:D_Zener,BZX85C12,,Zener,,,12V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C115000,,,,,,,,,DIO-0158,Semiconductors,Diodes,120,50,240,BIN-6,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00159,BZX85C13_D_ZENER_13V_1.3W_DO41,Zener Diode 13V 1.3W,MyLib_Diode:D_Zener,BZX85C13,,Zener,,,13V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C115000,,,,,,,,,DIO-0159,Semiconductors,Diodes,70,25,140,BIN-6,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00160,BZX85C15_D_ZENER_15V_1.3W_DO41,Zener Diode 15V 1.3W,MyLib_Diode:D_Zener,BZX85C15,,Zener,,,15V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C116000,,,,,,,,,DIO-0160,Semiconductors,Diodes,100,50,200,BIN-7,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00161,BZX85C16_D_ZENER_16V_1.3W_DO41,Zener Diode 16V 1.3W,MyLib_Diode:D_Zener,BZX85C16,,Zener,,,16V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C116000,,,,,,,,,DIO-0161,Semiconductors,Diodes,70,25,140,BIN-7,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00162,BZX85C18_D_ZENER_18V_1.3W_DO41,Zener Diode 18V 1.3W,MyLib_Diode:D_Zener,BZX85C18,,Zener,,,18V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C116000,,,,,,,,,DIO-0162,Semiconductors,Diodes,70,25,140,BIN-7,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00163,BZX85C20_D_ZENER_20V_1.3W_DO41,Zener Diode 20V 1.3W,MyLib_Diode:D_Zener,BZX85C20,,Zener,,,20V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C116000,,,,,,,,,DIO-0163,Semiconductors,Diodes,80,25,160,BIN-7,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00164,BZX85C22_D_ZENER_22V_1.3W_DO41,Zener Diode 22V 1.3W,MyLib_Diode:D_Zener,BZX85C22,,Zener,,,22V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C116000,,,,,,,,,DIO-0164,Semiconductors,Diodes,70,25,140,BIN-7,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00165,BZX85C24_D_ZENER_24V_1.3W_DO41,Zener Diode 24V 1.3W,MyLib_Diode:D_Zener,BZX85C24,,Zener,,,24V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C116000,,,,,,,,,DIO-0165,Semiconductors,Diodes,80,25,160,BIN-7,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00166,BZX85C27_D_ZENER_27V_1.3W_DO41,Zener Diode 27V 1.3W,MyLib_Diode:D_Zener,BZX85C27,,Zener,,,27V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C116000,,,,,,,,,DIO-0166,Semiconductors,Diodes,70,25,140,BIN-7,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00167,BZX85C30_D_ZENER_30V_1.3W_DO41,Zener Diode 30V 1.3W,MyLib_Diode:D_Zener,BZX85C30,,Zener,,,30V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C116000,,,,,,,,,DIO-0167,Semiconductors,Diodes,80,25,160,BIN-7,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00168,BZX85C33_D_ZENER_33V_1.3W_DO41,Zener Diode 33V 1.3W,MyLib_Diode:D_Zener,BZX85C33,,Zener,,,33V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C116000,,,,,,,,,DIO-0168,Semiconductors,Diodes,70,25,140,BIN-7,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00169,BZX85C36_D_ZENER_36V_1.3W_DO41,Zener Diode 36V 1.3W,MyLib_Diode:D_Zener,BZX85C36,,Zener,,,36V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C116000,,,,,,,,,DIO-0169,Semiconductors,Diodes,70,25,140,BIN-7,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00170,BZX85C39_D_ZENER_39V_1.3W_DO41,Zener Diode 39V 1.3W,MyLib_Diode:D_Zener,BZX85C39,,Zener,,,39V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C117000,,,,,,,,,DIO-0170,Semiconductors,Diodes,70,25,140,BIN-8,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00171,BZX85C43_D_ZENER_43V_1.3W_DO41,Zener Diode 43V 1.3W,MyLib_Diode:D_Zener,BZX85C43,,Zener,,,43V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C117000,,,,,,,,,DIO-0171,Semiconductors,Diodes,70,25,140,BIN-8,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00172,BZX85C47_D_ZENER_47V_1.3W_DO41,Zener Diode 47V 1.3W,MyLib_Diode:D_Zener,BZX85C47,,Zener,,,47V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C117000,,,,,,,,,DIO-0172,Semiconductors,Diodes,70,25,140,BIN-8,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00173,BZX85C51_D_ZENER_51V_1.3W_DO41,Zener Diode 51V 1.3W,MyLib_Diode:D_Zener,BZX85C51,,Zener,,,51V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C117000,,,,,,,,,DIO-0173,Semiconductors,Diodes,70,25,140,BIN-8,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00180,1N4728A_D_ZENER_3.3V_1W_DO41,Zener Diode 3.3V 1W,MyLib_Diode:D_Zener,1N4728A,,Zener,,,3.3V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C118000,,,,,,,,,DIO-0180,Semiconductors,Diodes,80,25,160,BIN-9,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00181,1N4729A_D_ZENER_3.6V_1W_DO41,Zener Diode 3.6V 1W,MyLib_Diode:D_Zener,1N4729A,,Zener,,,3.6V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C118000,,,,,,,,,DIO-0181,Semiconductors,Diodes,80,25,160,BIN-9,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00182,1N4730A_D_ZENER_3.9V_1W_DO41,Zener Diode 3.9V 1W,MyLib_Diode:D_Zener,1N4730A,,Zener,,,3.9V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C118000,,,,,,,,,DIO-0182,Semiconductors,Diodes,80,25,160,BIN-9,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00183,1N4731A_D_ZENER_4.3V_1W_DO41,Zener Diode 4.3V 1W,MyLib_Diode:D_Zener,1N4731A,,Zener,,,4.3V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C118000,,,,,,,,,DIO-0183,Semiconductors,Diodes,80,25,160,BIN-9,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00184,1N4732A_D_ZENER_4.7V_1W_DO41,Zener Diode 4.7V 1W,MyLib_Diode:D_Zener,1N4732A,,Zener,,,4.7V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C118000,,,,,,,,,DIO-0184,Semiconductors,Diodes,80,25,160,BIN-9,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00185,1N4733A_D_ZENER_5.1V_1W_DO41,Zener Diode 5.1V 1W,MyLib_Diode:D_Zener,1N4733A,,Zener,,,5.1V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C118000,,,,,,,,,DIO-0185,Semiconductors,Diodes,100,50,200,BIN-9,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00186,1N4734A_D_ZENER_5.6V_1W_DO41,Zener Diode 5.6V 1W,MyLib_Diode:D_Zener,1N4734A,,Zener,,,5.6V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C118000,,,,,,,,,DIO-0186,Semiconductors,Diodes,80,25,160,BIN-9,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00187,1N4735A_D_ZENER_6.2V_1W_DO41,Zener Diode 6.2V 1W,MyLib_Diode:D_Zener,1N4735A,,Zener,,,6.2V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C118000,,,,,,,,,DIO-0187,Semiconductors,Diodes,80,25,160,BIN-9,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00188,1N4736A_D_ZENER_6.8V_1W_DO41,Zener Diode 6.8V 1W,MyLib_Diode:D_Zener,1N4736A,,Zener,,,6.8V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C118000,,,,,,,,,DIO-0188,Semiconductors,Diodes,80,25,160,BIN-9,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00189,1N4737A_D_ZENER_7.5V_1W_DO41,Zener Diode 7.5V 1W,MyLib_Diode:D_Zener,1N4737A,,Zener,,,7.5V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C118000,,,,,,,,,DIO-0189,Semiconductors,Diodes,80,25,160,BIN-9,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00190,1N4738A_D_ZENER_8.2V_1W_DO41,Zener Diode 8.2V 1W,MyLib_Diode:D_Zener,1N4738A,,Zener,,,8.2V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C119000,,,,,,,,,DIO-0190,Semiconductors,Diodes,80,25,160,BIN-10,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00191,1N4739A_D_ZENER_9.1V_1W_DO41,Zener Diode 9.1V 1W,MyLib_Diode:D_Zener,1N4739A,,Zener,,,9.1V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C119000,,,,,,,,,DIO-0191,Semiconductors,Diodes,80,25,160,BIN-10,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00192,1N4740A_D_ZENER_10V_1W_DO41,Zener Diode 10V 1W,MyLib_Diode:D_Zener,1N4740A,,Zener,,,10V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C119000,,,,,,,,,DIO-0192,Semiconductors,Diodes,100,50,200,BIN-10,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00193,1N4741A_D_ZENER_11V_1W_DO41,Zener Diode 11V 1W,MyLib_Diode:D_Zener,1N4741A,,Zener,,,11V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C119000,,,,,,,,,DIO-0193,Semiconductors,Diodes,70,25,140,BIN-10,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00194,1N4742A_D_ZENER_12V_1W_DO41,Zener Diode 12V 1W,MyLib_Diode:D_Zener,1N4742A,,Zener,,,12V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C119000,,,,,,,,,DIO-0194,Semiconductors,Diodes,120,50,240,BIN-10,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00195,1N4743A_D_ZENER_13V_1W_DO41,Zener Diode 13V 1W,MyLib_Diode:D_Zener,1N4743A,,Zener,,,13V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C119000,,,,,,,,,DIO-0195,Semiconductors,Diodes,70,25,140,BIN-10,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00196,1N4744A_D_ZENER_15V_1W_DO41,Zener Diode 15V 1W,MyLib_Diode:D_Zener,1N4744A,,Zener,,,15V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C119000,,,,,,,,,DIO-0196,Semiconductors,Diodes,100,50,200,BIN-10,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00197,1N4745A_D_ZENER_16V_1W_DO41,Zener Diode 16V 1W,MyLib_Diode:D_Zener,1N4745A,,Zener,,,16V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C119000,,,,,,,,,DIO-0197,Semiconductors,Diodes,70,25,140,BIN-10,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00198,1N4746A_D_ZENER_18V_1W_DO41,Zener Diode 18V 1W,MyLib_Diode:D_Zener,1N4746A,,Zener,,,18V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C119000,,,,,,,,,DIO-0198,Semiconductors,Diodes,70,25,140,BIN-10,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00199,1N4747A_D_ZENER_20V_1W_DO41,Zener Diode 20V 1W,MyLib_Diode:D_Zener,1N4747A,,Zener,,,20V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C119000,,,,,,,,,DIO-0199,Semiconductors,Diodes,80,25,160,BIN-10,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00200,1N4748A_D_ZENER_22V_1W_DO41,Zener Diode 22V 1W,MyLib_Diode:D_Zener,1N4748A,,Zener,,,22V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C120000,,,,,,,,,DIO-0200,Semiconductors,Diodes,70,25,140,BIN-1,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00201,1N4749A_D_ZENER_24V_1W_DO41,Zener Diode 24V 1W,MyLib_Diode:D_Zener,1N4749A,,Zener,,,24V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C120000,,,,,,,,,DIO-0201,Semiconductors,Diodes,80,25,160,BIN-1,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
