Keyld,MyPN,Name,Description,Value,Value 2,Symbol,Footprint,Footprint_Filter,Package,Manufacturer,Manufacturer_PN,Series,Category,Subcategory,Connector_Type,Family,Standard,Mounting_Type,Mounting_Style,Orientation,Gender,Shielded,Shield_Material,Shield_Plating,Pins_Total,Pins_Configuration,Rows,Contact_Type,Contact_Arrangement,Pitch_mm,Row_Spacing_mm,Length_mm,Width_mm,Height_mm,Mating_Height_mm,PCB_Mounting_Dimensions,Current_Rating_A,Current_Rating_Total_A,Voltage_Rating_V,Contact_Resistance_mOhm,Insulation_Resistance_MOhm,Dielectric_Withstanding_Voltage_V,Impedance_Ohm,Frequency_Max_Hz,Contact_Material,Contact_Plating,Plating_Thickness_um,Contact_Finish,Housing_Material,Housing_Color,Insulator_Material,Insulator_Color,Locking_Mechanism,Polarization,Mating_Cycles,Insertion_Force_N,Withdrawal_Force_N,Operating_Temp_Min_C,Operating_Temp_Max_C,Storage_Temp_Min_C,Storage_Temp_Max_C,IP_Rating,Moisture_Sensitivity_Level,RoHS_Compliant,REACH_Compliant,UL_Certified,UL_File_Number,CSA_Certified,TUV_Certified,Flammability_Rating,Solder_Type,Solder_Temperature_C,Solder_Process,Cleaning_Process,PCB_Retention,Pick_and_Place,Tape_and_Reel,Cable_Type,Cable_Diameter_Max_mm,Wire_Gauge_AWG,Wire_Strip_Length_mm,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,Farnell_URL,Newark_PN,Newark_URL,RS_PN,RS_URL,StockQty,Min_Stock,Max_Stock,StockPlace,Price,Currency,MOQ,Packaging,Datasheet,Drawing_2D,Drawing_3D,PCB_Layout_Suggestion,Application_Note,Assembly_Instructions,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
604,EL-CON_840659,CON_MOLEX_PicoBlade_04P_1R_M_RA_THT_53261-0471,"Molex PicoBlade 4-position Male connector, 1 row(s), 1.25mm pitch, Right Angle orientation, Through Hole, 1.0A, 250V, PN: 53261-0471",,,Connector_Generic:Conn_01x04,Connector_Molex:Molex_PicoBlade_53261-0471_1x04-1MP_P1.25mm_Horizontal,*Molex*PicoBlade*4*,Through Hole,Molex,PicoBlade_53261-0471_1x04-1MP_P1.25mm_Horizontal,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,4,4P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,4pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
605,EL-CON_840660,CON_MOLEX_PicoBlade_05P_1R_M_RA_THT_53261-0571,"Molex PicoBlade 5-position Male connector, 1 row(s), 1.25mm pitch, Right Angle orientation, Through Hole, 1.0A, 250V, PN: 53261-0571",,,Connector_Generic:Conn_01x05,Connector_Molex:Molex_PicoBlade_53261-0571_1x05-1MP_P1.25mm_Horizontal,*Molex*PicoBlade*5*,Through Hole,Molex,PicoBlade_53261-0571_1x05-1MP_P1.25mm_Horizontal,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,5,5P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,5pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
606,EL-CON_840661,CON_MOLEX_PicoBlade_06P_1R_M_RA_THT_53261-0671,"Molex PicoBlade 6-position Male connector, 1 row(s), 1.25mm pitch, Right Angle orientation, Through Hole, 1.0A, 250V, PN: 53261-0671",,,Connector_Generic:Conn_01x06,Connector_Molex:Molex_PicoBlade_53261-0671_1x06-1MP_P1.25mm_Horizontal,*Molex*PicoBlade*6*,Through Hole,Molex,PicoBlade_53261-0671_1x06-1MP_P1.25mm_Horizontal,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,6,6P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,6pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
607,EL-CON_840662,CON_MOLEX_PicoBlade_07P_1R_M_RA_THT_53261-0771,"Molex PicoBlade 7-position Male connector, 1 row(s), 1.25mm pitch, Right Angle orientation, Through Hole, 1.0A, 250V, PN: 53261-0771",,,Connector_Generic:Conn_01x07,Connector_Molex:Molex_PicoBlade_53261-0771_1x07-1MP_P1.25mm_Horizontal,*Molex*PicoBlade*7*,Through Hole,Molex,PicoBlade_53261-0771_1x07-1MP_P1.25mm_Horizontal,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,7,7P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,7pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
608,EL-CON_840663,CON_MOLEX_PicoBlade_08P_1R_M_RA_THT_53261-0871,"Molex PicoBlade 8-position Male connector, 1 row(s), 1.25mm pitch, Right Angle orientation, Through Hole, 1.0A, 250V, PN: 53261-0871",,,Connector_Generic:Conn_01x08,Connector_Molex:Molex_PicoBlade_53261-0871_1x08-1MP_P1.25mm_Horizontal,*Molex*PicoBlade*8*,Through Hole,Molex,PicoBlade_53261-0871_1x08-1MP_P1.25mm_Horizontal,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,8,8P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,8pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
609,EL-CON_840664,CON_MOLEX_PicoBlade_09P_1R_M_RA_THT_53261-0971,"Molex PicoBlade 9-position Male connector, 1 row(s), 1.25mm pitch, Right Angle orientation, Through Hole, 1.0A, 250V, PN: 53261-0971",,,Connector_Generic:Conn_01x09,Connector_Molex:Molex_PicoBlade_53261-0971_1x09-1MP_P1.25mm_Horizontal,*Molex*PicoBlade*9*,Through Hole,Molex,PicoBlade_53261-0971_1x09-1MP_P1.25mm_Horizontal,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,9,9P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,9pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
610,EL-CON_840665,CON_MOLEX_PicoBlade_10P_1R_M_RA_THT_53261-1071,"Molex PicoBlade 10-position Male connector, 1 row(s), 1.25mm pitch, Right Angle orientation, Through Hole, 1.0A, 250V, PN: 53261-1071",,,Connector_Generic:Conn_01x10,Connector_Molex:Molex_PicoBlade_53261-1071_1x10-1MP_P1.25mm_Horizontal,*Molex*PicoBlade*10*,Through Hole,Molex,PicoBlade_53261-1071_1x10-1MP_P1.25mm_Horizontal,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,10,10P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,10pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
611,EL-CON_840666,CON_MOLEX_PicoBlade_11P_1R_M_RA_THT_53261-1171,"Molex PicoBlade 11-position Male connector, 1 row(s), 1.25mm pitch, Right Angle orientation, Through Hole, 1.0A, 250V, PN: 53261-1171",,,Connector_Generic:Conn_01x11,Connector_Molex:Molex_PicoBlade_53261-1171_1x11-1MP_P1.25mm_Horizontal,*Molex*PicoBlade*11*,Through Hole,Molex,PicoBlade_53261-1171_1x11-1MP_P1.25mm_Horizontal,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,11,11P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,11pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
612,EL-CON_840667,CON_MOLEX_PicoBlade_12P_1R_M_RA_THT_53261-1271,"Molex PicoBlade 12-position Male connector, 1 row(s), 1.25mm pitch, Right Angle orientation, Through Hole, 1.0A, 250V, PN: 53261-1271",,,Connector_Generic:Conn_01x12,Connector_Molex:Molex_PicoBlade_53261-1271_1x12-1MP_P1.25mm_Horizontal,*Molex*PicoBlade*12*,Through Hole,Molex,PicoBlade_53261-1271_1x12-1MP_P1.25mm_Horizontal,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,12,12P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,12pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
613,EL-CON_840668,CON_MOLEX_PicoBlade_13P_1R_M_RA_THT_53261-1371,"Molex PicoBlade 13-position Male connector, 1 row(s), 1.25mm pitch, Right Angle orientation, Through Hole, 1.0A, 250V, PN: 53261-1371",,,Connector_Generic:Conn_01x13,Connector_Molex:Molex_PicoBlade_53261-1371_1x13-1MP_P1.25mm_Horizontal,*Molex*PicoBlade*13*,Through Hole,Molex,PicoBlade_53261-1371_1x13-1MP_P1.25mm_Horizontal,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,13,13P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,13pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
614,EL-CON_840669,CON_MOLEX_PicoBlade_14P_1R_M_RA_THT_53261-1471,"Molex PicoBlade 14-position Male connector, 1 row(s), 1.25mm pitch, Right Angle orientation, Through Hole, 1.0A, 250V, PN: 53261-1471",,,Connector_Generic:Conn_01x14,Connector_Molex:Molex_PicoBlade_53261-1471_1x14-1MP_P1.25mm_Horizontal,*Molex*PicoBlade*14*,Through Hole,Molex,PicoBlade_53261-1471_1x14-1MP_P1.25mm_Horizontal,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,14,14P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,14pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
615,EL-CON_840670,CON_MOLEX_PicoBlade_15P_1R_M_RA_THT_53261-1571,"Molex PicoBlade 15-position Male connector, 1 row(s), 1.25mm pitch, Right Angle orientation, Through Hole, 1.0A, 250V, PN: 53261-1571",,,Connector_Generic:Conn_01x15,Connector_Molex:Molex_PicoBlade_53261-1571_1x15-1MP_P1.25mm_Horizontal,*Molex*PicoBlade*15*,Through Hole,Molex,PicoBlade_53261-1571_1x15-1MP_P1.25mm_Horizontal,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,15,15P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,15pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
616,EL-CON_840671,CON_MOLEX_PicoBlade_17P_1R_M_RA_THT_53261-1771,"Molex PicoBlade 17-position Male connector, 1 row(s), 1.25mm pitch, Right Angle orientation, Through Hole, 1.0A, 250V, PN: 53261-1771",,,Connector_Generic:Conn_01x17,Connector_Molex:Molex_PicoBlade_53261-1771_1x17-1MP_P1.25mm_Horizontal,*Molex*PicoBlade*17*,Through Hole,Molex,PicoBlade_53261-1771_1x17-1MP_P1.25mm_Horizontal,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,17,17P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,17pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
617,EL-CON_840672,CON_MOLEX_PicoBlade_02P_1R_M_V_THT_53398-0271,"Molex PicoBlade 2-position Male connector, 1 row(s), 1.25mm pitch, Vertical orientation, Through Hole, 1.0A, 250V, PN: 53398-0271",,,Connector_Generic:Conn_01x02,Connector_Molex:Molex_PicoBlade_53398-0271_1x02-1MP_P1.25mm_Vertical,*Molex*PicoBlade*2*,Through Hole,Molex,PicoBlade_53398-0271_1x02-1MP_P1.25mm_Vertical,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,2,2P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,2pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
618,EL-CON_840673,CON_MOLEX_PicoBlade_03P_1R_M_V_THT_53398-0371,"Molex PicoBlade 3-position Male connector, 1 row(s), 1.25mm pitch, Vertical orientation, Through Hole, 1.0A, 250V, PN: 53398-0371",,,Connector_Generic:Conn_01x03,Connector_Molex:Molex_PicoBlade_53398-0371_1x03-1MP_P1.25mm_Vertical,*Molex*PicoBlade*3*,Through Hole,Molex,PicoBlade_53398-0371_1x03-1MP_P1.25mm_Vertical,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,3,3P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,3pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
619,EL-CON_840674,CON_MOLEX_PicoBlade_04P_1R_M_V_THT_53398-0471,"Molex PicoBlade 4-position Male connector, 1 row(s), 1.25mm pitch, Vertical orientation, Through Hole, 1.0A, 250V, PN: 53398-0471",,,Connector_Generic:Conn_01x04,Connector_Molex:Molex_PicoBlade_53398-0471_1x04-1MP_P1.25mm_Vertical,*Molex*PicoBlade*4*,Through Hole,Molex,PicoBlade_53398-0471_1x04-1MP_P1.25mm_Vertical,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,4,4P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,4pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
620,EL-CON_840675,CON_MOLEX_PicoBlade_05P_1R_M_V_THT_53398-0571,"Molex PicoBlade 5-position Male connector, 1 row(s), 1.25mm pitch, Vertical orientation, Through Hole, 1.0A, 250V, PN: 53398-0571",,,Connector_Generic:Conn_01x05,Connector_Molex:Molex_PicoBlade_53398-0571_1x05-1MP_P1.25mm_Vertical,*Molex*PicoBlade*5*,Through Hole,Molex,PicoBlade_53398-0571_1x05-1MP_P1.25mm_Vertical,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,5,5P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,5pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
621,EL-CON_840676,CON_MOLEX_PicoBlade_06P_1R_M_V_THT_53398-0671,"Molex PicoBlade 6-position Male connector, 1 row(s), 1.25mm pitch, Vertical orientation, Through Hole, 1.0A, 250V, PN: 53398-0671",,,Connector_Generic:Conn_01x06,Connector_Molex:Molex_PicoBlade_53398-0671_1x06-1MP_P1.25mm_Vertical,*Molex*PicoBlade*6*,Through Hole,Molex,PicoBlade_53398-0671_1x06-1MP_P1.25mm_Vertical,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,6,6P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,6pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
622,EL-CON_840677,CON_MOLEX_PicoBlade_07P_1R_M_V_THT_53398-0771,"Molex PicoBlade 7-position Male connector, 1 row(s), 1.25mm pitch, Vertical orientation, Through Hole, 1.0A, 250V, PN: 53398-0771",,,Connector_Generic:Conn_01x07,Connector_Molex:Molex_PicoBlade_53398-0771_1x07-1MP_P1.25mm_Vertical,*Molex*PicoBlade*7*,Through Hole,Molex,PicoBlade_53398-0771_1x07-1MP_P1.25mm_Vertical,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,7,7P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,7pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
623,EL-CON_840678,CON_MOLEX_PicoBlade_08P_1R_M_V_THT_53398-0871,"Molex PicoBlade 8-position Male connector, 1 row(s), 1.25mm pitch, Vertical orientation, Through Hole, 1.0A, 250V, PN: 53398-0871",,,Connector_Generic:Conn_01x08,Connector_Molex:Molex_PicoBlade_53398-0871_1x08-1MP_P1.25mm_Vertical,*Molex*PicoBlade*8*,Through Hole,Molex,PicoBlade_53398-0871_1x08-1MP_P1.25mm_Vertical,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,8,8P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,8pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
624,EL-CON_840679,CON_MOLEX_PicoBlade_09P_1R_M_V_THT_53398-0971,"Molex PicoBlade 9-position Male connector, 1 row(s), 1.25mm pitch, Vertical orientation, Through Hole, 1.0A, 250V, PN: 53398-0971",,,Connector_Generic:Conn_01x09,Connector_Molex:Molex_PicoBlade_53398-0971_1x09-1MP_P1.25mm_Vertical,*Molex*PicoBlade*9*,Through Hole,Molex,PicoBlade_53398-0971_1x09-1MP_P1.25mm_Vertical,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,9,9P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,9pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
625,EL-CON_840680,CON_MOLEX_PicoBlade_10P_1R_M_V_THT_53398-1071,"Molex PicoBlade 10-position Male connector, 1 row(s), 1.25mm pitch, Vertical orientation, Through Hole, 1.0A, 250V, PN: 53398-1071",,,Connector_Generic:Conn_01x10,Connector_Molex:Molex_PicoBlade_53398-1071_1x10-1MP_P1.25mm_Vertical,*Molex*PicoBlade*10*,Through Hole,Molex,PicoBlade_53398-1071_1x10-1MP_P1.25mm_Vertical,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,10,10P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,10pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
626,EL-CON_840681,CON_MOLEX_PicoBlade_11P_1R_M_V_THT_53398-1171,"Molex PicoBlade 11-position Male connector, 1 row(s), 1.25mm pitch, Vertical orientation, Through Hole, 1.0A, 250V, PN: 53398-1171",,,Connector_Generic:Conn_01x11,Connector_Molex:Molex_PicoBlade_53398-1171_1x11-1MP_P1.25mm_Vertical,*Molex*PicoBlade*11*,Through Hole,Molex,PicoBlade_53398-1171_1x11-1MP_P1.25mm_Vertical,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,11,11P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,11pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
627,EL-CON_840682,CON_MOLEX_PicoBlade_12P_1R_M_V_THT_53398-1271,"Molex PicoBlade 12-position Male connector, 1 row(s), 1.25mm pitch, Vertical orientation, Through Hole, 1.0A, 250V, PN: 53398-1271",,,Connector_Generic:Conn_01x12,Connector_Molex:Molex_PicoBlade_53398-1271_1x12-1MP_P1.25mm_Vertical,*Molex*PicoBlade*12*,Through Hole,Molex,PicoBlade_53398-1271_1x12-1MP_P1.25mm_Vertical,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,12,12P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,12pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
