KeyId,MyPN,Name,Description,Value,Value2,FET_Type,Channel,Mode,Material,VDS,VGS,VGS_Threshold,ID_Continuous,ID_Pulse,RDS_On,RDS_On_Condition,Power_Total,Input_Capacitance,Output_Capacitance,Reverse_Capacitance,Gate_Charge_Total,Gate_Charge_GS,Gate_Charge_GD,Turn_On_Delay,Rise_Time,Turn_Off_Delay,Fall_Time,Diode_Forward_Voltage,Diode_Recovery_Time,IDSS,IGSS,Package,Dimensions,Height,Mount,MinTemp,MaxTemp,Operating_Temp,MSL_Rating,Symbol,Footprint,Footprint_Filter,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-TST-000560,IRF8306M,"HEXFET Power MOSFET plus Schottky Diode, 30V, 23A, 1.8mΩ, DirectFET MX",N-MOS 30V 23A 1.8mΩ,Integrated Schottky,MOSFET,N-Channel,Enhancement,Silicon,30V,±20V,,23A,,1.8mΩ,VGS=10V,,,,,,,,,,,,,,1µA,100nA,DirectFET MX,5.94x5.08mm,0.70mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_DirectFET:DirectFET_MX,DirectFET*MX*,,1,1,Infineon,IRF8306M,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000561,IRF8308M,"DirectFET Power MOSFET, 30V, 27A, 2.5mΩ, DirectFET",N-MOS 30V 27A 2.5mΩ,,MOSFET,N-Channel,Enhancement,Silicon,30V,±20V,,27A,,2.5mΩ,VGS=10V,2.8W,,,,,,,,,,,,,1µA,100nA,DirectFET,5.94x5.08mm,0.70mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_DirectFET:DirectFET_MX,DirectFET*MX*,,1,1,Infineon,IRF8308M,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000562,IRF8327S,"HEXFET Power MOSFET, 30V, 13A, 7.3mΩ, DirectFET SQ",N-MOS 30V 13A 7.3mΩ,,MOSFET,N-Channel,Enhancement,Silicon,30V,±20V,1.8V,13A,,7.3mΩ,VGS=10V,1.4W,,,,,,,,,,,1.0V,,1µA,100nA,DirectFET SQ,4.95x4.05mm,0.70mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_DirectFET:DirectFET_SQ,DirectFET*SQ*,,1,1,Infineon,IRF8327S,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000563,IRF840A,"N-Channel MOSFET, 8A Id, 500V Vds, 850mΩ Rds, TO-220",N-MOS 500V 8A 850mΩ,,MOSFET,N-Channel,Enhancement,Silicon,500V,±20V,2-4V,8A,32A,850mΩ,"VGS=10V, ID=4.8A",125W,1300pF,170pF,30pF,63nC,12nC,22nC,15ns,27ns,35ns,25ns,1.5V,350ns,25µA,100nA,TO-220,10.54x14.99mm,4.57mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,TO?220*,,1,1,Infineon,IRF840A,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000564,IRFI4019H,"Dual Half Bridge N-Channel MOSFET, 150V, 8.7A, 80mΩ, TO-220-5",N-MOS 150V 8.7A 80mΩ,Half Bridge,MOSFET,N-Channel,Enhancement,Silicon,150V,±20V,3-5V,8.7A,34.8A,80mΩ,"VGS=10V, ID=4.35A",44W,820pF,170pF,35pF,25nC,6.5nC,8.5nC,12ns,24ns,28ns,16ns,1.3V,85ns,25µA,100nA,TO-220-5,10.54x14.99mm,4.57mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-5_Vertical,TO?220F*P3.4x2.06mm*,,1,1,Infineon,IRFI4019H,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000565,IRFI4020H,"Dual Half Bridge N-Channel MOSFET, 200V, 9.1A, 80mΩ, TO-220-5",N-MOS 200V 9.1A 80mΩ,Half Bridge,MOSFET,N-Channel,Enhancement,Silicon,200V,±20V,3-5V,9.1A,36.4A,80mΩ,"VGS=10V, ID=4.55A",44W,950pF,190pF,40pF,28nC,7.2nC,9.5nC,13ns,26ns,30ns,18ns,1.3V,90ns,25µA,100nA,TO-220-5,10.54x14.99mm,4.57mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-5_Vertical,TO?220F*P3.4x2.06mm*,,1,1,Infineon,IRFI4020H,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000566,IRFI4212H,"Dual Half Bridge N-Channel MOSFET, 100V, 11A, 58mΩ, TO-220-5",N-MOS 100V 11A 58mΩ,Half Bridge,MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,3-5V,11A,44A,58mΩ,"VGS=10V, ID=5.5A",44W,720pF,150pF,32pF,22nC,5.8nC,7.5nC,11ns,22ns,26ns,15ns,1.3V,80ns,25µA,100nA,TO-220-5,10.54x14.99mm,4.57mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-5_Vertical,TO?220F*P3.4x2.06mm*,,1,1,Infineon,IRFI4212H,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000567,IRFP4468PbF,"N-Channel Power MOSFET, 100V, 195A, 2.6mΩ, TO-247",N-MOS 100V 195A 2.6mΩ,,MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,2-4V,195A,780A,2.6mΩ,"VGS=10V, ID=97.5A",520W,10600pF,2900pF,780pF,380nC,90nC,130nC,28ns,78ns,95ns,58ns,1.3V,98ns,25µA,100nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,Infineon,IRFP4468PbF,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000568,IRFP4668PbF,"N-Channel Power MOSFET, 200V, 130A, 9.7mΩ, TO-247",N-MOS 200V 130A 9.7mΩ,,MOSFET,N-Channel,Enhancement,Silicon,200V,±20V,3-5V,130A,520A,9.7mΩ,"VGS=10V, ID=65A",520W,9550pF,1660pF,360pF,290nC,70nC,98nC,26ns,68ns,85ns,52ns,1.3V,95ns,25µA,100nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,Infineon,IRFP4668PbF,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000569,IRFS4115,"N-Channel HEXFET Power MOSFET, 150V, 99A, 10.3mΩ, D2PAK",N-MOS 150V 99A 10.3mΩ,,MOSFET,N-Channel,Enhancement,Silicon,150V,±20V,3-5V,99A,260A,10.3mΩ,"VGS=10V, ID=50A",200W,4500pF,1000pF,130pF,90nC,23nC,30nC,20ns,45ns,55ns,30ns,1.3V,80ns,25µA,100nA,D2PAK,10.67x9.65mm,4.83mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-263-3_TabPin4,TO?263*,,1,1,Infineon,IRFS4115,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000570,IRFS4127,"N-Channel HEXFET Power MOSFET, 200V, 72A, 18.6mΩ, D2PAK",N-MOS 200V 72A 18.6mΩ,,MOSFET,N-Channel,Enhancement,Silicon,200V,±20V,3-5V,72A,220A,18.6mΩ,"VGS=10V, ID=36A",200W,3500pF,750pF,95pF,82nC,20nC,26nC,18ns,40ns,50ns,28ns,1.3V,85ns,25µA,100nA,D2PAK,10.67x9.65mm,4.83mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-263-3_TabPin4,TO?263*,,1,1,Infineon,IRFS4127,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000571,IRFS4227,"N-Channel HEXFET Power MOSFET, 200V, 65A, 22mΩ, D2PAK",N-MOS 200V 65A 22mΩ,,MOSFET,N-Channel,Enhancement,Silicon,200V,±20V,3-5V,65A,195A,22mΩ,"VGS=10V, ID=32.5A",200W,3100pF,680pF,85pF,71nC,18nC,23nC,17ns,38ns,48ns,26ns,1.3V,82ns,25µA,100nA,D2PAK,10.67x9.65mm,4.83mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-263-3_TabPin4,TO?263*,,1,1,Infineon,IRFS4227,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000572,IRFS4229,"N-Channel HEXFET Power MOSFET, 250V, 91A, 42mΩ, D2PAK",N-MOS 250V 91A 42mΩ,,MOSFET,N-Channel,Enhancement,Silicon,250V,±20V,3-5V,91A,273A,42mΩ,"VGS=10V, ID=45.5A",200W,3800pF,800pF,110pF,85nC,21nC,28nC,19ns,42ns,52ns,29ns,1.3V,88ns,25µA,100nA,D2PAK,10.67x9.65mm,4.83mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-263-3_TabPin4,TO?263*,,1,1,Infineon,IRFS4229,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000573,IRFS4310Z,"N-Channel HEXFET Power MOSFET, 100V, 120A, 4.8mΩ, D2PAK",N-MOS 100V 120A 4.8mΩ,,MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,2-4V,120A,480A,4.8mΩ,"VGS=10V, ID=60A",200W,6200pF,1400pF,320pF,110nC,26nC,36nC,18ns,52ns,48ns,32ns,1.3V,70ns,25µA,100nA,D2PAK,10.67x9.65mm,4.83mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-263-3_TabPin4,TO?263*,,1,1,Infineon,IRFS4310Z,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000574,IRFS4321,"N-Channel HEXFET Power MOSFET, 150V, 85A, 12mΩ, D2PAK",N-MOS 150V 85A 12mΩ,,MOSFET,N-Channel,Enhancement,Silicon,150V,±20V,3-5V,85A,255A,12mΩ,"VGS=10V, ID=42.5A",200W,4000pF,900pF,115pF,80nC,21nC,28nC,19ns,42ns,52ns,29ns,1.3V,78ns,25µA,100nA,D2PAK,10.67x9.65mm,4.83mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-263-3_TabPin4,TO?263*,,1,1,Infineon,IRFS4321,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000575,IRL6297SD,"Dual N-Channel HEXFET Power MOSFET, 20V, 15A, 4.9mΩ, DirectFET SA",Dual N-MOS 20V 15A 4.9mΩ,,MOSFET,N-Channel,Enhancement,Silicon,20V,±12V,0.8-2.2V,15A per FET,60A per FET,4.9mΩ,"VGS=4.5V, ID=7.5A",1.4W,1300pF,400pF,100pF,18nC,4.5nC,6.2nC,8ns,12ns,22ns,10ns,1.0V,25ns,1µA,100nA,DirectFET SA,4.95x4.05mm,0.70mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_Dual_NMOS_G1S2G2D2S1D1,MyLib_Package_DirectFET:DirectFET_SA,DirectFET*SA*,,1,1,Infineon,IRL6297SD,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000576,IRL7472L1,"N-Channel HEXFET Power MOSFET, 40V, 375A, 0.45mΩ, DirectFET L8",N-MOS 40V 375A 0.45mΩ,Logic Level,MOSFET,N-Channel,Enhancement,Silicon,40V,±20V,1.0-2.0V,375A,1500A,0.45mΩ,"VGS=4.5V, ID=187.5A",125W,14000pF,4500pF,1000pF,240nC,58nC,78nC,22ns,48ns,62ns,35ns,1.0V,45ns,1µA,100nA,DirectFET L8,9.144x7.112mm,0.78mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_DirectFET:DirectFET_L8,DirectFET*L8*,,1,1,Infineon,IRL7472L1,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000577,IRLB8721PBF,"N-Channel HEXFET Power MOSFET, 30V, 62A, 8.7mΩ, TO-220",N-MOS 30V 62A 8.7mΩ,Logic Level,MOSFET,N-Channel,Enhancement,Silicon,30V,±20V,1.0-2.0V,62A,248A,8.7mΩ,"VGS=10V, ID=31A",75W,1250pF,400pF,120pF,25nC,6.2nC,8.5nC,12ns,28ns,32ns,18ns,1.0V,35ns,1µA,100nA,TO-220,10.54x14.99mm,4.57mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,TO?220*,,1,1,Infineon,IRLB8721PBF,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000578,IRLML0030,"N-Channel HEXFET Power MOSFET, 30V, 5.3A, 27mΩ, SOT-23",N-MOS 30V 5.3A 27mΩ,Logic Level,MOSFET,N-Channel,Enhancement,Silicon,30V,±12V,0.8-2.2V,5.3A,21A,27mΩ,"VGS=4.5V, ID=5.3A",1.3W,690pF,230pF,110pF,9.8nC,2.1nC,3.6nC,6.8ns,9.2ns,15ns,7.6ns,1.0V,18ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Infineon,IRLML0030,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000579,IRLML2060,"N-Channel HEXFET Power MOSFET, 60V, 1.2A, 480mΩ, SOT-23",N-MOS 60V 1.2A 480mΩ,Logic Level,MOSFET,N-Channel,Enhancement,Silicon,60V,±12V,0.8-2.2V,1.2A,4.8A,480mΩ,"VGS=4.5V, ID=1.2A",1.3W,120pF,40pF,18pF,2.8nC,0.7nC,1.1nC,5.2ns,6.8ns,12ns,5.8ns,1.0V,20ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Infineon,IRLML2060,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000580,IRLML5203,"P-Channel HEXFET Power MOSFET, -30V, -3.0A, 98mΩ, SOT-23",P-MOS 30V 3.0A 98mΩ,Logic Level,MOSFET,P-Channel,Enhancement,Silicon,-30V,±12V,-0.8 to -2.2V,-3.0A,-12A,98mΩ,"VGS=-4.5V, ID=-3.0A",1.3W,350pF,120pF,50pF,5.2nC,1.4nC,1.9nC,6.2ns,8.5ns,16ns,7.2ns,-1.0V,22ns,-1µA,±100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Infineon,IRLML5203,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000581,IRLML6244,"N-Channel StrongIRFET Power MOSFET, 20V, 6.3A, 21mΩ, SOT-23",N-MOS 20V 6.3A 21mΩ,StrongIRFET,MOSFET,N-Channel,Enhancement,Silicon,20V,±12V,0.8-2.2V,6.3A,25.2A,21mΩ,"VGS=4.5V, ID=6.3A",1.3W,550pF,140pF,70pF,6.8nC,1.8nC,2.4nC,5.8ns,7.5ns,13ns,6.2ns,1.0V,16ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Infineon,IRLML6244,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000582,IRLML6401,"P-Channel HEXFET Power MOSFET, -12V, -4.3A, 50mΩ, SOT-23",P-MOS 12V 4.3A 50mΩ,Logic Level,MOSFET,P-Channel,Enhancement,Silicon,-12V,±8V,-0.45 to -1.0V,-4.3A,-17.2A,50mΩ,"VGS=-4.5V, ID=-4.3A",1.3W,800pF,260pF,120pF,11nC,2.8nC,3.9nC,7.5ns,10.5ns,20ns,9.5ns,-1.0V,25ns,-1µA,±100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Infineon,IRLML6401,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000583,IRLML6402,"P-Channel HEXFET Power MOSFET, -20V, -3.7A, 65mΩ, SOT-23",P-MOS 20V 3.7A 65mΩ,Logic Level,MOSFET,P-Channel,Enhancement,Silicon,-20V,±12V,-0.55 to -1.0V,-3.7A,-14A,65mΩ,"VGS=-4.5V, ID=-3.1A",1.3W,690pF,330pF,150pF,12nC,2.2nC,4.6nC,13ns,28ns,22ns,18ns,-1.0V,18ns,-1µA,±100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Infineon,IRLML6402,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000584,IRLML9301,"P-Channel HEXFET Power MOSFET, -30V, -3.6A, 64mΩ, SOT-23",P-MOS 30V 3.6A 64mΩ,Logic Level,MOSFET,P-Channel,Enhancement,Silicon,-30V,±20V,-1.0 to -2.0V,-3.6A,-14.4A,64mΩ,"VGS=-10V, ID=-3.6A",1.3W,500pF,170pF,70pF,8.5nC,2.1nC,3.0nC,6.5ns,8.5ns,17ns,7.8ns,-1.1V,19ns,-1µA,±100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Infineon,IRLML9301,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000585,IRLZ24,"N-Channel Power MOSFET, 60V, 17A, 100mΩ, TO-220",N-MOS 60V 17A 100mΩ,Logic Level,MOSFET,N-Channel,Enhancement,Silicon,60V,±16V,1-2V,17A,68A,100mΩ,"VGS=5V, ID=8.5A",45W,600pF,200pF,80pF,15nC,4.5nC,5.5nC,10ns,35ns,22ns,25ns,1.1V,65ns,25µA,100nA,TO-220,10.54x14.99mm,4.57mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,TO?220*,,1,1,Infineon,IRLZ24,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000586,IRLZ34N,"Logic Level N-Channel Power MOSFET, 55V, 30A, 35mΩ, TO-220",N-MOS 55V 30A 35mΩ,Logic Level,MOSFET,N-Channel,Enhancement,Silicon,55V,±16V,1-2V,30A,120A,35mΩ,"VGS=10V, ID=15A",68W,1000pF,350pF,120pF,25nC,6.5nC,8.5nC,11ns,45ns,24ns,28ns,1.1V,70ns,25µA,100nA,TO-220,10.54x14.99mm,4.57mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,TO?220*,,1,1,Infineon,IRLZ34N,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000587,IRLZ44N,"Logic Level N-Channel Power MOSFET, 55V, 47A, 22mΩ, TO-220",N-MOS 55V 47A 22mΩ,Logic Level,MOSFET,N-Channel,Enhancement,Silicon,55V,±16V,1-2V,47A,188A,22mΩ,"VGS=10V, ID=23.5A",110W,1700pF,400pF,140pF,45nC,12nC,18nC,12ns,58ns,28ns,34ns,1.1V,65ns,25µA,100nA,TO-220,10.54x14.99mm,4.57mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,TO?220*,,1,1,Infineon,IRLZ44N,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000588,JFE150DCK,"Ultra-Low-Noise, Low-Gate-Current, Audio, N-Channel JFET, SC-70-5",N-JFET 40V 50mA 25Ω,"Audio, 0.9nV/√Hz",JFET,N-Channel,Depletion,Silicon,40V,-40V,-0.8 to -2.5V,50mA,100mA,25Ω,"VGS=0V, ID=10mA",250mW,15pF,4pF,2.5pF,,,,,,,,,,20-60mA,10pA,SC-70-5,2.00x1.25mm,1.00mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NJFET_GDS,MyLib_Package_TO_SOT_SMD:SC-70-5,*SC?70?5*,,1,1,Texas Instruments,JFE150DCK,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000589,MMBF170,"0.5A Id, 60V Vds, N-Channel MOSFET, SOT-23",N-MOS 60V 0.5A 5Ω,,MOSFET,N-Channel,Enhancement,Silicon,60V,±20V,0.8-3V,0.5A,1.0A,5Ω,"VGS=10V, ID=0.5A",360mW,60pF,25pF,5pF,,,,8ns,8ns,12ns,10ns,1.0V,,1µA,10nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,ON Semiconductor,MMBF170,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000590,MMBF4391,"50mA min, 30V, 30Ω max, 4-10V Vgs(off), N-Channel JFET, SOT-23",N-JFET 30V 50mA 30Ω,,JFET,N-Channel,Depletion,Silicon,30V,-30V,-4 to -10V,50mA,,30Ω,"VGS=0V, ID=50mA",350mW,10pF,3pF,2pF,,,,,,,,,,20-80mA,1nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NJFET_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,ON Semiconductor,MMBF4391,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000591,MMBF4392,"25mA min, 30V, 60Ω max, 2-5V Vgs(off), N-Channel JFET, SOT-23",N-JFET 30V 25mA 60Ω,,JFET,N-Channel,Depletion,Silicon,30V,-30V,-2 to -5V,25mA,,60Ω,"VGS=0V, ID=25mA",350mW,10pF,3pF,2pF,,,,,,,,,,10-35mA,1nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NJFET_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,ON Semiconductor,MMBF4392,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000592,MMBF4393,"5mA min, 30V, 100Ω max, 0.5-3V Vgs(off), N-Channel JFET, SOT-23",N-JFET 30V 5mA 100Ω,,JFET,N-Channel,Depletion,Silicon,30V,-30V,-0.5 to -3V,5mA,,100Ω,"VGS=0V, ID=5mA",350mW,10pF,3pF,2pF,,,,,,,,,,2-8mA,1nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NJFET_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,ON Semiconductor,MMBF4393,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000593,MMBFJ111,"20mA min, 35V, 30Ω max, 3-10V Vgs(off), N-Channel JFET, SOT-23",N-JFET 35V 20mA 30Ω,,JFET,N-Channel,Depletion,Silicon,35V,-35V,-3 to -10V,20mA,,30Ω,"VGS=0V, ID=20mA",350mW,10pF,3pF,2pF,,,,,,,,,,8-30mA,1nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NJFET_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Fairchild,MMBFJ111,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000594,MMBFJ112,"5mA min, 35V, 50Ω max, 1-5V Vgs(off), N-Channel JFET, SOT-23",N-JFET 35V 5mA 50Ω,,JFET,N-Channel,Depletion,Silicon,35V,-35V,-1 to -5V,5mA,,50Ω,"VGS=0V, ID=5mA",350mW,10pF,3pF,2pF,,,,,,,,,,2-8mA,1nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NJFET_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Fairchild,MMBFJ112,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000595,MMBFJ113,"2mA min, 35V, 100Ω max, 0.5-3V Vgs(off), N-Channel JFET, SOT-23",N-JFET 35V 2mA 100Ω,,JFET,N-Channel,Depletion,Silicon,35V,-35V,-0.5 to -3V,2mA,,100Ω,"VGS=0V, ID=2mA",350mW,10pF,3pF,2pF,,,,,,,,,,0.8-3mA,1nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NJFET_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Fairchild,MMBFJ113,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
