KeyId,MyPN,Name,Description,Value,Value2,Device_Type,Subtype,Technology,VCE,VGE,IC_Continuous,IC_Pulse,VCE_Sat,Power_Total,HFE,Switching_Speed,Package,Dimensions,Height,Mount,MinTemp,MaxTemp,Operating_Temp,MSL_Rating,Symbol,Footprint,Footprint_Filter,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-TST-000117,2N2646,"Silicon N-Channel Unijunction Transistor, 30V, 300mW",UJT 30V 300mW,TO-18,Unijunction,N-Type,Bipolar,30V,,,,,300mW,,1MHz,TO-18-3,5.6x5.6mm,5.6mm,Through Hole,-65°C,125°C,-65 to 125°C,1,MyLib_Transistor:Q_NUJT_BEB,MyLib_PKG_TO_SOT_THT:TO-18-3_Window,,https://www.centralsemi.com/datasheets/2N2646.PDF,1,1,Central Semiconductor,2N2646,,C2700,,610-2N2646,,2N2646-ND,,2412102,,2N2646A,,Transistor,Other,0,0,0,,pcs,500,0.85,USD,2025-01-05,0.80,Digikey,1,Intrinsic Standoff Ratio: 0.56-0.75,"UJT,Unijunction,TO-18",,,,,1.0,0,0
,EL-TST-000118,2N6027,"Programmable Unijunction Transistor, 40V, 300mW, TO-92",PUT 40V 300mW,TO-92,Unijunction,Programmable,Bipolar,40V,,200mA,,1.5V,300mW,,1.5MHz,TO-92-3,4.8x5.0mm,5.0mm,Through Hole,-50°C,100°C,-50 to 100°C,1,MyLib_Transistor:Q_NUJT_BEB,MyLib_PKG_TO_SOT_THT:TO-92_Inline,,https://www.onsemi.com/pdf/datasheet/2n6027-d.pdf,1,1,ON Semiconductor,2N6027,,C1302,,512-2N6027,,2N6027-ND,,1095588,,2N6028,,Transistor,Other,0,0,0,,pcs,2000,0.32,USD,2025-01-12,0.30,Mouser,1,"Programmable UJT, TO-92 package","PUT,Unijunction,Programmable,TO-92",,,,,1.0,0,0
,EL-TST-000119,LPT80A,"Silicon NPN Phototransistor, 30V, 100mW, Daylight Filter",Phototransistor 30V 100mW,5mm,Phototransistor,NPN,Bipolar,30V,,20mA,,0.4V,100mW,500,,5mm_Lead_DIP,5.0x5.0mm,8.6mm,Through Hole,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_DIP:DIP-4_W7.62mm,,https://optoelectronics.liteon.com/upload/download/DS-50-96-0011/LPT80A.PDF,1,1,Lite-On,LPT80A,,C91711,,859-LPT80A,,160-1838-ND,,,,,,Transistor,Other,0,0,0,,pcs,500,0.12,USD,,,,1,Peak wavelength: 880nm,"Phototransistor,NPN,5mm",,,,,1.0,0,0
,EL-TST-000120,SFH309FA,"Silicon NPN Phototransistor, 35V, 165mW, Daylight Blocking",Phototransistor 35V 165mW,5mm,Phototransistor,NPN,Bipolar,35V,,50mA,,0.4V,165mW,520,,5mm_Lead_DIP,5.0x5.0mm,8.6mm,Through Hole,-40°C,100°C,-40 to 100°C,1,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_DIP:DIP-4_W7.62mm,,https://www.osram.com/ds/SFH309FA.pdf,1,1,Osram,SFH309FA,SFH309,C95825,,720-SFH309FA,,475-2766-ND,,1171922,,,,Transistor,Other,0,0,0,,pcs,1000,0.18,USD,2025-01-18,0.17,Mouser,1,"Peak wavelength: 860nm, daylight blocking","Phototransistor,NPN,5mm,Osram",,,,,1.0,0,0
,EL-TST-000121,FS25R12W1T7,"25A, 1200V, 3-phase IGBT module with Freewheeling Diode and 5k NTC, EasyPACK-1B",IGBT Module 1200V 25A,EasyPACK-1B,IGBT,Power Module,TRENCHSTOP,1200V,±20V,25A,50A,1.85V,20W x 6,,20kHz,EasyPACK-1B,56.7x34.8mm,12mm,Through Hole,-40°C,150°C,-40 to 150°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Infineon*EasyPACK?1B*,https://www.infineon.com/datasheet/fs25r12w1t7.pdf,1,1,Infineon,FS25R12W1T7,EasyPACK,C524262,,726-FS25R12W1T7,,448-FS25R12W1T7-ND,,2842960,,,,Transistor,Other,0,0,0,,pcs,15,24.50,USD,2025-01-22,24.00,Mouser,1,"3-phase IGBT module, 5k NTC","IGBT,Module,Power,1200V,25A,EasyPACK",,,,,1.0,0,0
,EL-TST-000122,IKW40N120T2,"40A, 1200V, N-Channel IGBT, TrenchStop, TO-247",IGBT 1200V 40A 1.7V,TO-247,IGBT,N-Channel,TrenchStop,1200V,±20V,40A,80A,1.7V,350W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-40°C,175°C,-40 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/ikw40n120t2.pdf,1,1,Infineon,IKW40N120T2,TrenchStop,C2020,,726-IKW40N120T2,,IKW40N120T2-ND,,2516427,,,,Transistor,Other,0,0,0,,pcs,30,3.95,USD,,,,1,High efficiency IGBT,"IGBT,Power,1200V,40A,TO-247",,,,,1.0,0,0
,EL-TST-000123,IKW75N60T,"75A, 600V, N-Channel IGBT, TrenchStop, TO-247",IGBT 600V 75A 1.5V,TO-247,IGBT,N-Channel,TrenchStop,600V,±20V,75A,150A,1.5V,428W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-40°C,175°C,-40 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/ikw75n60t.pdf,1,1,Infineon,IKW75N60T,TrenchStop,C2021,,726-IKW75N60T,,IKW75N60T-ND,,2516428,,,,Transistor,Other,0,0,0,,pcs,30,5.20,USD,,,,1,High efficiency IGBT,"IGBT,Power,600V,75A,TO-247",,,,,1.0,0,0
,EL-TST-000124,IRG7PH50U,"50A, 1200V, N-Channel IGBT, Co-Pack diode, TO-247",IGBT 1200V 50A 1.7V,TO-247,IGBT,N-Channel,Trench,1200V,±20V,50A,100A,1.7V,379W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,175°C,-55 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/irg7ph50u.pdf,1,1,International Rectifier,IRG7PH50U,,C524030,,942-IRG7PH50U,,IRG7PH50U-ND,,,,,,Transistor,Other,0,0,0,,pcs,25,6.10,USD,,,,1,IGBT with soft recovery diode,"IGBT,Power,1200V,50A,TO-247",,,,,1.0,0,0
,EL-TST-000125,FGA25N120,"25A, 1200V, N-Channel IGBT with anti-parallel diode, TO-3P",IGBT 1200V 25A 1.9V,TO-3P,IGBT,N-Channel,NPT,1200V,±20V,25A,50A,1.9V,310W,,10kHz,TO-3P-3,15.8x20.0mm,20.0mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-3P-3_Vertical,,https://www.onsemi.com/pdf/datasheet/fga25n120-anc-d.pdf,1,1,ON Semiconductor,FGA25N120,,C12353,,512-FGA25N120,,FGA25N120-ND,,9557246,,,,Transistor,Other,0,0,0,,pcs,30,2.85,USD,,,,1,NPT Trench IGBT,"IGBT,Power,1200V,25A,TO-3P",,,,,1.0,0,0
,EL-TST-000126,FGA60N65,"60A, 650V, N-Channel IGBT, Trench technology, TO-3P",IGBT 650V 60A 1.6V,TO-3P,IGBT,N-Channel,Trench,650V,±20V,60A,120A,1.6V,300W,,20kHz,TO-3P-3,15.8x20.0mm,20.0mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-3P-3_Vertical,,https://www.onsemi.com/pdf/datasheet/fga60n65-s3a-d.pdf,1,1,ON Semiconductor,FGA60N65,,C12988,,512-FGA60N65,,FGA60N65-ND,,9557260,,,,Transistor,Other,0,0,0,,pcs,30,4.20,USD,,,,1,Field Stop Trench IGBT,"IGBT,Power,650V,60A,TO-3P",,,,,1.0,0,0
,EL-TST-000127,IRG4BC30U,"23A, 600V, N-Channel IGBT with ultra-fast diode, TO-220",IGBT 600V 23A 1.8V,TO-220,IGBT,N-Channel,Planar,600V,±20V,23A,46A,1.8V,100W,,40kHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.infineon.com/datasheet/irg4bc30u.pdf,1,1,International Rectifier,IRG4BC30U,Gen4,C1490,,942-IRG4BC30U,,IRG4BC30U-ND,,,,,,Transistor,Other,0,0,0,,pcs,50,1.45,USD,,,,1,Ultrafast IGBT,"IGBT,Power,600V,23A,TO-220",,,,,1.0,0,0
,EL-TST-000128,IRG4BC20K,"16A, 600V, N-Channel IGBT, 10kHz switching, TO-220",IGBT 600V 16A 1.8V,TO-220,IGBT,N-Channel,Planar,600V,±20V,16A,32A,1.8V,60W,,10kHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.infineon.com/datasheet/irg4bc20k.pdf,1,1,International Rectifier,IRG4BC20K,Gen4,C1493,,942-IRG4BC20K,,IRG4BC20K-ND,,,,,,Transistor,Other,0,0,0,,pcs,50,1.25,USD,,,,1,Medium speed IGBT,"IGBT,Power,600V,16A,TO-220",,,,,1.0,0,0
,EL-TST-000129,STGW30NC60W,"30A, 600V, N-Channel IGBT, PowerMESH, TO-247",IGBT 600V 30A 1.6V,TO-247,IGBT,N-Channel,PowerMESH,600V,±20V,30A,60A,1.6V,200W,,30kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.st.com/resource/en/datasheet/stgw30nc60w.pdf,1,1,STMicroelectronics,STGW30NC60W,PowerMESH,C524266,,511-STGW30NC60W,,497-10951-ND,,2320656,,,,Transistor,Other,0,0,0,,pcs,30,3.20,USD,,,,1,ST IGBT,"IGBT,Power,600V,30A,TO-247",,,,,1.0,0,0
,EL-TST-000130,STGD5NB120S,"5A, 1200V, N-Channel IGBT, DPAK",IGBT 1200V 5A 1.9V,DPAK,IGBT,N-Channel,PowerMESH,1200V,±20V,5A,10A,1.9V,70W,,20kHz,DPAK-3,6.5x10.0mm,2.4mm,SMD,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_SMD:TO-252-3_TabPin2,,https://www.st.com/resource/en/datasheet/stgd5nb120s.pdf,1,1,STMicroelectronics,STGD5NB120S,,C524275,,511-STGD5NB120S,,497-10953-1-ND,,2320658,,,,Transistor,Other,0,0,0,,pcs,2500,0.95,USD,,,,1,SMD IGBT,"IGBT,Power,1200V,5A,DPAK",,,,,1.0,0,0
,EL-TST-000131,STGD6NC60H,"6A, 600V, N-Channel IGBT, DPAK",IGBT 600V 6A 1.6V,DPAK,IGBT,N-Channel,PowerMESH,600V,±20V,6A,12A,1.6V,35W,,30kHz,DPAK-3,6.5x10.0mm,2.4mm,SMD,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_SMD:TO-252-3_TabPin2,,https://www.st.com/resource/en/datasheet/stgd6nc60h.pdf,1,1,STMicroelectronics,STGD6NC60H,,C524276,,511-STGD6NC60H,,497-10954-1-ND,,2320659,,,,Transistor,Other,0,0,0,,pcs,2500,0.65,USD,,,,1,SMD IGBT,"IGBT,Power,600V,6A,DPAK",,,,,1.0,0,0
,EL-TST-000132,IRGS4062DPBF,"24A, 400V, N-Channel IGBT, D2PAK",IGBT 400V 24A 1.8V,D2PAK,IGBT,N-Channel,Trench,400V,±20V,24A,48A,1.8V,166W,,20kHz,D2PAK-3,10.0x15.0mm,4.6mm,SMD,-55°C,175°C,-55 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_SMD:TO-263-3_TabPin2,,https://www.infineon.com/datasheet/irgs4062dpbf.pdf,1,1,International Rectifier,IRGS4062DPBF,,C524277,,942-IRGS4062DPBF,,IRGS4062DPBF-ND,,,,,,Transistor,Other,0,0,0,,pcs,800,1.45,USD,,,,1,D2PAK IGBT,"IGBT,Power,400V,24A,D2PAK",,,,,1.0,0,0
,EL-TST-000133,FS75R07N2E4,"75A, 650V, 3-phase IGBT module with Freewheeling Diode, NTC, AG-Econo2",IGBT Module 650V 75A,AG-Econo2,IGBT,Power Module,TRENCHSTOP,650V,±20V,75A,150A,1.55V,250W,,20kHz,AG-Econo2,92.5x34.8mm,17mm,Through Hole,-40°C,150°C,-40 to 150°C,3,MyLib_Transistor:Q_NIGBT_GCE,,*Infineon*AG*ECONO2*,https://www.infineon.com/datasheet/fs75r07n2e4.pdf,1,1,Infineon,FS75R07N2E4,EconoPACK,,,726-FS75R07N2E4,,448-FS75R07N2E4-ND,,,,,,Transistor,Other,0,0,0,,pcs,10,62.30,USD,,,,1,Industrial IGBT module,"IGBT,Module,Power,650V,75A,Econo2",,,,,1.0,0,0
,EL-TST-000134,STGIPS10C60-H,"10A, 600V, IPM, 3-phase, Control Logic, Positive Input, SDIP-25L",IPM 600V 10A,SDIP-25L,IGBT,Intelligent Power Module,MEMS,600V,15V,10A,20A,1.9V,33W x 6,,20kHz,SDIP-25L,37.8x12.6mm,3.6mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,ST*SDIP*,https://www.st.com/resource/en/datasheet/stgips10c60-h.pdf,1,1,STMicroelectronics,STGIPS10C60-H,SLLIMM,C162057,,511-STGIPS10C60-H,,497-16276-ND,,2692832,,,,Transistor,Other,0,0,0,,pcs,30,6.15,USD,,,,1,Small Low-Loss Intelligent Molded Module,"IPM,IGBT,Module,600V,10A,SDIP",,,,,1.0,0,0
,EL-TST-000135,STGIPS20K60,"18A, 600V, IPM, 3-phase, Control Logic, Negative Input, SDIP-25L",IPM 600V 18A,SDIP-25L,IGBT,Intelligent Power Module,MEMS,600V,15V,18A,36A,1.9V,52W x 6,,20kHz,SDIP-25L,37.8x12.6mm,3.6mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,ST*SDIP*,https://www.st.com/resource/en/datasheet/stgips20k60.pdf,1,1,STMicroelectronics,STGIPS20K60,SLLIMM,C162063,,511-STGIPS20K60,,497-10949-ND,,2320655,,,,Transistor,Other,0,0,0,,pcs,30,8.25,USD,,,,1,Small Low-Loss Intelligent Molded Module,"IPM,IGBT,Module,600V,18A,SDIP",,,,,1.0,0,0
,EL-TST-000136,FP15R12W2T4,"15A, 1200V, IGBT module with brake chopper, rectifier, NTC, EasyPIM-2B",IGBT Module 1200V 15A,EasyPIM-2B,IGBT,Power Module,TRENCHSTOP,1200V,±20V,15A,30A,1.85V,145W,,20kHz,EasyPIM-2B,56.7x40.8mm,12mm,Through Hole,-40°C,150°C,-40 to 150°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Infineon*EasyPIM*2B*,https://www.infineon.com/datasheet/fp15r12w2t4.pdf,1,1,Infineon,FP15R12W2T4,EasyPIM,C525077,,726-FP15R12W2T4,,448-FP15R12W2T4-ND,,2392066,,,,Transistor,Other,0,0,0,,pcs,15,20.80,USD,,,,1,PIM configuration,"IGBT,Module,PIM,1200V,15A,EasyPIM",,,,,1.0,0,0
,EL-TST-000137,FP25R12W2T4,"25A, 1200V, IGBT module with brake chopper, rectifier, NTC, EasyPIM-2B",IGBT Module 1200V 25A,EasyPIM-2B,IGBT,Power Module,TRENCHSTOP,1200V,±20V,25A,50A,1.85V,175W,,20kHz,EasyPIM-2B,56.7x40.8mm,12mm,Through Hole,-40°C,150°C,-40 to 150°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Infineon*EasyPIM*2B*,https://www.infineon.com/datasheet/fp25r12w2t4.pdf,1,1,Infineon,FP25R12W2T4,EasyPIM,C525078,,726-FP25R12W2T4,,448-FP25R12W2T4-ND,,2392067,,,,Transistor,Other,0,0,0,,pcs,15,24.30,USD,,,,1,PIM configuration,"IGBT,Module,PIM,1200V,25A,EasyPIM",,,,,1.0,0,0
,EL-TST-000138,ULN2004A,"High Voltage, High Current Darlington Array, 7-ch, 50V 500mA, CMOS compatible",Darlington Array 50V 500mA,SOIC-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,-20°C,70°C,-20 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/uln2004a.pdf,1,1,Texas Instruments,ULN2004A,ULx200xA,C22497,,595-ULN2004A,,296-1332-5-ND,,1469776,,ULN2003A,,Transistor,Other,0,0,0,,pcs,2500,0.48,USD,,,,1,Higher input resistance for CMOS,"Darlington,Array,Driver,SOIC,CMOS",,,,,1.0,0,0
,EL-TST-000139,ULN2804A,"8-Channel Darlington Array, 50V 500mA, CMOS compatible, SOIC-18",Darlington Array 50V 500mA,SOIC-18,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.5W,1000,,SOIC-18,7.5x11.6mm,2.35mm,SMD,-20°C,70°C,-20 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*7.5x11.6mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/uln2804a.pdf,1,1,Texas Instruments,ULN2804A,ULx280xA,C22498,,595-ULN2804A,,296-4313-5-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.95,USD,,,,1,"8-channel, CMOS compatible","Darlington,Array,Driver,SOIC,CMOS",,,,,1.0,0,0
,EL-TST-000140,TPL7407LAPW,"7-Channel Low Side Driver, CMOS Improvement of Darlington Array, 30V 600mA",Driver 30V 600mA,TSSOP-16,Darlington,Array,CMOS,30V,,600mA,1.2A,0.65V,0.7W,,,TSSOP-16,4.4x5.0mm,1.2mm,SMD,-40°C,125°C,-40 to 125°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,TSSOP*4.4x5mm*P0.65mm*,https://www.ti.com/lit/ds/symlink/tpl7407la.pdf,1,1,Texas Instruments,TPL7407LAPW,,C89602,,595-TPL7407LAPW,,296-36385-5-ND,,2471590,,,,Transistor,Other,0,0,0,,pcs,2500,0.75,USD,,,,1,Lower saturation voltage than ULN2003,"Driver,LowSide,TSSOP,CMOS",,,,,1.0,0,0
,EL-TST-000141,MC1413BD,"High Voltage Darlington Array, 7-ch, 50V 500mA, SOIC-16",Darlington Array 50V 500mA,SOIC-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,0°C,70°C,0 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.onsemi.com/pdf/datasheet/mc1413b-d.pdf,1,1,ON Semiconductor,MC1413BD,,C871,,863-MC1413BD,,MC1413BD-ND,,9558682,,ULN2003AD,,Transistor,Other,0,0,0,,pcs,2500,0.42,USD,,,,1,Equivalent to ULN2003A,"Darlington,Array,Driver,SOIC",,,,,1.0,0,0
,EL-TST-000142,TD62783APG,"8-Channel Source Type Transistor Array, 50V 500mA, DIP-18",Darlington Array 50V 500mA,DIP-18,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.2W,1000,,DIP-18,7.62x22.6mm,4.5mm,Through Hole,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,MyLib_PKG_DIP:DIP-18_W7.62mm,DIP*W7.62mm*,https://toshiba.semicon-storage.com/info/TD62783APG_datasheet_en_20210526.pdf,1,1,Toshiba,TD62783APG,,C11708,,757-TD62783APG,,TD62783APG-ND,,,,,,Transistor,Other,0,0,0,,pcs,1000,0.85,USD,,,,1,Source driver (high-side),"Darlington,Array,SourceDriver,DIP",,,,,1.0,0,0
,EL-TST-000143,A2982,"8-Channel Source Driver, TTL/DTL/CMOS compatible, 500mA 50V, SOIC-20W",Darlington Array 50V 500mA,SOIC-20W,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.5W,1000,,SOIC-20W,7.5x12.8mm,2.35mm,SMD,-20°C,85°C,-20 to 85°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*20W*7.5x12.8mm*P1.27mm*,https://www.allegromicro.com/datasheet/A2982-Datasheet.pdf,1,1,Allegro,A2982,,C524263,,250-A2982SLWTR,,620-1004-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,1.10,USD,,,,1,8-channel source driver,"Darlington,Array,SourceDriver,SOIC",,,,,1.0,0,0
,EL-TST-000144,SN75468,"High Voltage Darlington Array, 7-ch, 100V 500mA, SOIC-16",Darlington Array 100V 500mA,SOIC-16,Darlington,Array,Bipolar,100V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,0°C,70°C,0 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/sn75468.pdf,1,1,Texas Instruments,SN75468,,C524264,,595-SN75468,,296-1393-5-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.65,USD,,,,1,100V version of ULN2003,"Darlington,Array,Driver,SOIC,100V",,,,,1.0,0,0
,EL-TST-000145,SN75469,"High Voltage Darlington Array, 7-ch, 100V 500mA, CMOS/PMOS compatible",Darlington Array 100V 500mA,SOIC-16,Darlington,Array,Bipolar,100V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,0°C,70°C,0 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/sn75469.pdf,1,1,Texas Instruments,SN75469,,C524265,,595-SN75469,,296-1394-5-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.68,USD,,,,1,"100V, CMOS compatible","Darlington,Array,Driver,SOIC,100V,CMOS",,,,,1.0,0,0
,EL-TST-000146,BDX53C,"NPN Darlington Power Transistor, 100V, 8A, TO-220",Darlington 100V 8A 2V,TO-220,Darlington,Power,Bipolar,100V,,8A,12A,2V,65W,750,4MHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-65°C,150°C,-65 to 150°C,1,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/bdx53c-d.pdf,1,1,ON Semiconductor,BDX53C,,C2253,,512-BDX53C,,BDX53C-ND,,9558617,,TIP122,,Transistor,Other,0,0,0,,pcs,50,0.85,USD,,,,1,Complementary to BDX54C,"Darlington,Power,NPN,TO-220",,,,,1.0,0,0
,EL-TST-000147,BDX54C,"PNP Darlington Power Transistor, 100V, 8A, TO-220",Darlington 100V 8A 2V,TO-220,Darlington,Power,Bipolar,-100V,,8A,12A,2V,65W,750,4MHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-65°C,150°C,-65 to 150°C,1,MyLib_Transistor:Q_PNP_Darlington_ECB,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/bdx54c-d.pdf,1,1,ON Semiconductor,BDX54C,,C2254,,512-BDX54C,,BDX54C-ND,,9558620,,TIP127,,Transistor,Other,0,0,0,,pcs,50,0.88,USD,,,,1,Complementary to BDX53C,"Darlington,Power,PNP,TO-220",,,,,1.0,0,0
,EL-TST-000148,TIP122,"NPN Darlington Power Transistor, 100V, 5A, TO-220",Darlington 100V 5A 2V,TO-220,Darlington,Power,Bipolar,100V,,5A,8A,2V,65W,1000,4MHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-65°C,150°C,-65 to 150°C,1,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/tip122-d.pdf,1,1,ON Semiconductor,TIP122,,C1057,,512-TIP122,,TIP122-ND,,1467780,,BDX53C,,Transistor,Other,0,0,0,,pcs,50,0.55,USD,,,,1,Complementary to TIP127,"Darlington,Power,NPN,TO-220",,,,,1.0,0,0
,EL-TST-000149,TIP127,"PNP Darlington Power Transistor, 100V, 5A, TO-220",Darlington 100V 5A 2V,TO-220,Darlington,Power,Bipolar,-100V,,5A,8A,2V,65W,1000,4MHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-65°C,150°C,-65 to 150°C,1,MyLib_Transistor:Q_PNP_Darlington_ECB,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/tip127-d.pdf,1,1,ON Semiconductor,TIP127,,C1058,,512-TIP127,,TIP127-ND,,1467779,,BDX54C,,Transistor,Other,0,0,0,,pcs,50,0.58,USD,,,,1,Complementary to TIP122,"Darlington,Power,PNP,TO-220",,,,,1.0,0,0
,EL-TST-000150,MJE5731A,"PNP Darlington Power Transistor, 400V, 4A, TO-220",Darlington 400V 4A 1.5V,TO-220,Darlington,Power,Bipolar,-400V,,4A,8A,1.5V,75W,500,10MHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-65°C,150°C,-65 to 150°C,1,MyLib_Transistor:Q_PNP_Darlington_ECB,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/mje5731a-d.pdf,1,1,ON Semiconductor,MJE5731A,,C45878,,512-MJE5731A,,MJE5731A-ND,,9558660,,,,Transistor,Other,0,0,0,,pcs,50,1.45,USD,,,,1,High voltage Darlington,"Darlington,Power,PNP,400V,TO-220",,,,,1.0,0,0
,EL-TST-000151,MJE5742A,"NPN Darlington Power Transistor, 400V, 5A, TO-220",Darlington 400V 5A 1.5V,TO-220,Darlington,Power,Bipolar,400V,,5A,10A,1.5V,80W,500,10MHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-65°C,150°C,-65 to 150°C,1,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/mje5742a-d.pdf,1,1,ON Semiconductor,MJE5742A,,C45879,,512-MJE5742A,,MJE5742A-ND,,9558661,,,,Transistor,Other,0,0,0,,pcs,50,1.50,USD,,,,1,High voltage Darlington,"Darlington,Power,NPN,400V,TO-220",,,,,1.0,0,0
