KeyId,MyPN,Name,Description,Value,Value2,Type,Material,VCEO,VCBO,VEBO,IC_Continuous,IC_Peak,IB_Continuous,Power_Total,HFE_Min,HFE_Max,HFE_Test_Condition,VCE_Sat_Max,VBE_Sat_Max,FT,CC,Polarity,Complement_PN,Package,Dimensions,Height,Mount,MinTemp,MaxTemp,Operating_Temp,MSL_Rating,Symbol,Footprint,Footprint_Filter,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-TST-000163,MMBTA44,"0.3A Ic, 400V Vce, NPN High Voltage Transistor, SOT-23",NPN 400V 0.3A 50MHz,,NPN,Silicon,400V,400V,6V,0.3A,,,0.35W,50,,,0.5V,,50MHz,,,,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000164,MMBTA56,"0.5A Ic, 80V Vce, general purpose PNP, SOT-23",PNP 80V 0.5A 50MHz,,PNP,Silicon,-80V,-80V,-5V,-0.5A,,,0.35W,50,300,,-0.25V,,50MHz,,,EL-TST-000166,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000165,MMBTA92,"0.5A Ic, 300V Vce, PNP High Voltage Transistor, SOT-23",PNP 300V 0.5A 50MHz,,PNP,Silicon,-300V,-300V,-5V,-0.5A,,,0.35W,40,,,-0.5V,,50MHz,,,EL-TST-000162,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000166,MMBTA94,"0.3A Ic, 400V Vce, PNP High Voltage Transistor, SOT-23",PNP 400V 0.3A 50MHz,,PNP,Silicon,-400V,-400V,-5V,-0.3A,,,0.35W,50,,,-0.5V,,50MHz,,,,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000167,MMBT5550L,"0.6A Ic, 140V Vce, NPN Transistor, SOT-23",NPN 140V 0.6A 100MHz,,NPN,Silicon,140V,140V,6V,0.6A,,,0.35W,60,250,,0.3V,,100MHz,,,,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000168,MMBT5551L,"0.6A Ic, 160V Vce, NPN Transistor, SOT-23",NPN 160V 0.6A 100MHz,,NPN,Silicon,160V,160V,6V,0.6A,,,0.35W,80,250,,0.3V,,100MHz,,,EL-TST-000169,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000169,MMBT5401,"Dual PNP transistor, 6 pin package",PNP 150V 0.6A 100MHz,,PNP,Silicon,-150V,-150V,-5V,-0.6A,,,0.35W,60,240,,-0.5V,,100MHz,,,EL-TST-000168,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000170,MMBTA06,"0.5A Ic, 80V Vce, general purpose NPN, SOT-23",NPN 80V 0.5A 100MHz,,NPN,Silicon,80V,80V,6V,0.5A,,,0.35W,100,,,0.2V,,100MHz,,,EL-TST-000164,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000171,2SA1015,"-0.15A Ic, -50V Vce, Low Noise Audio PNP Transistor, TO-92",PNP 50V 0.15A 80MHz,,PNP,Silicon,-50V,-50V,-5V,-0.15A,,,0.4W,70,400,,-0.3V,,80MHz,,,EL-TST-000173,TO-92,,,Through Hole,-55°C,125°C,,,MyLib_Transistor:Q_PNP_EBC,MyLib_Package_TO_SOT_THT:TO-92_Inline,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000172,2SB631,"-1A Ic, -100V Vce, High Voltage Power PNP Transistor, TO-126",PNP 100V 1A 20MHz,,PNP,Silicon,-100V,-100V,-5V,-1A,,,10W,60,320,,-0.5V,,20MHz,,,EL-TST-000175,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000173,2SC1815,"0.15A Ic, 50V Vce, Low Noise Audio NPN Transistor, TO-92",NPN 50V 0.15A 80MHz,,NPN,Silicon,50V,60V,5V,0.15A,,,0.4W,70,700,,0.3V,,80MHz,,,EL-TST-000171,TO-92,,,Through Hole,-55°C,125°C,,,MyLib_Transistor:Q_NPN_EBC,MyLib_Package_TO_SOT_THT:TO-92_Inline,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000174,2SC1945,"6A Ic, 80V Vce, Silicon 27MHz RF Power NPN Transistors, TO-220",NPN 80V 6A 27MHz,,NPN,Silicon,80V,80V,5V,6A,,,40W,20,,,1.0V,,27MHz,,,,TO-220,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT_RF,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000175,2SC4213,"0.3A Ic, 20V Vce, NPN Transistor, For Muting and Switching, SOT-323",NPN 20V 0.3A 200MHz,,NPN,Silicon,20V,20V,5V,0.3A,,,0.2W,200,500,,0.1V,,200MHz,,,,SOT-323,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BEC,MyLib_Package_TO_SOT_SMD:SOT-323_SC-70,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000176,2SD600,"1A Ic, 100V Vce, High Voltage Power NPN Transistor, TO-126",NPN 100V 1A 50MHz,,NPN,Silicon,100V,100V,5V,1A,,,10W,60,320,,0.5V,,50MHz,,,EL-TST-000172,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000177,BD249,"25A Ic, 55V Vce, Silicon Power NPN Transistors, SOT-93/TO247",NPN 55V 25A,,NPN,Silicon,55V,55V,5V,25A,,,125W,15,60,,1.5V,,4MHz,,,EL-TST-000181,TO-247,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000178,BD249A,"25A Ic, 70V Vce, Silicon Power NPN Transistors, SOT-93/TO247",NPN 70V 25A,,NPN,Silicon,70V,70V,5V,25A,,,125W,15,60,,1.5V,,4MHz,,,EL-TST-000182,TO-247,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000179,BD249B,"25A Ic, 90V Vce, Silicon Power NPN Transistors, SOT-93/TO247",NPN 90V 25A,,NPN,Silicon,90V,90V,5V,25A,,,125W,15,60,,1.5V,,4MHz,,,EL-TST-000183,TO-247,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000180,BD249C,"25A Ic, 115V Vce, Silicon Power NPN Transistors, SOT-93/TO247",NPN 115V 25A,,NPN,Silicon,115V,115V,5V,25A,,,125W,15,60,,1.5V,,4MHz,,,EL-TST-000184,TO-247,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000181,BD250,"25A Ic, 55V Vce, Silicon Power PNP Transistors, SOT-93/TO247",PNP 55V 25A,,PNP,Silicon,-55V,-55V,-5V,-25A,,,125W,15,60,,-1.5V,,4MHz,,,EL-TST-000177,TO-247,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000182,BD250A,"25A Ic, 70V Vce, Silicon Power PNP Transistors, SOT-93/TO247",PNP 70V 25A,,PNP,Silicon,-70V,-70V,-5V,-25A,,,125W,15,60,,-1.5V,,4MHz,,,EL-TST-000178,TO-247,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000183,BD250B,"25A Ic, 90V Vce, Silicon Power PNP Transistors, SOT-93/TO247",PNP 90V 25A,,PNP,Silicon,-90V,-90V,-5V,-25A,,,125W,15,60,,-1.5V,,4MHz,,,EL-TST-000179,TO-247,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000184,BD250C,"25A Ic, 115V Vce, Silicon Power PNP Transistors, SOT-93/TO247",PNP 115V 25A,,PNP,Silicon,-115V,-115V,-5V,-25A,,,125W,15,60,,-1.5V,,4MHz,,,EL-TST-000180,TO-247,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000185,BD909,"15A, Silicon Power NPN Transistors, TO-220",NPN 80V 15A,,NPN,Silicon,80V,80V,5V,15A,,,90W,20,100,,1.0V,,4MHz,,,EL-TST-000187,TO-220,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000186,BD910,"15A, Silicon Power PNP Transistors, TO-220",PNP 80V 15A,,PNP,Silicon,-80V,-80V,-5V,-15A,,,90W,20,100,,-1.0V,,4MHz,,,EL-TST-000188,TO-220,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000187,BD911,"15A, Silicon Power NPN Transistors, TO-220",NPN 100V 15A,,NPN,Silicon,100V,100V,5V,15A,,,90W,20,100,,1.0V,,4MHz,,,EL-TST-000189,TO-220,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000188,BD912,"15A, Silicon Power PNP Transistors, TO-220",PNP 100V 15A,,PNP,Silicon,-100V,-100V,-5V,-15A,,,90W,20,100,,-1.0V,,4MHz,,,EL-TST-000187,TO-220,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000189,S8050,"0.7A Ic, 20V Vce, Low Voltage High Current NPN Transistor, TO-92",NPN 20V 0.7A 150MHz,,NPN,Silicon,20V,30V,5V,0.7A,,,0.625W,100,400,,0.5V,1.2V,150MHz,,,EL-TST-000190,TO-92,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_EBC,MyLib_Package_TO_SOT_THT:TO-92_Inline,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000190,S8550,"0.7A Ic, 20V Vce, Low Voltage High Current PNP Transistor, TO-92",PNP 20V 0.7A 150MHz,,PNP,Silicon,-20V,-30V,-5V,-0.7A,,,0.625W,100,400,,-0.5V,-1.2V,150MHz,,,EL-TST-000189,TO-92,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_EBC,MyLib_Package_TO_SOT_THT:TO-92_Inline,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000191,SS8050,"General Purpose NPN Transistor, 1.5A Ic, 25V Vce, SOT-23",NPN 25V 1.5A 100MHz,,NPN,Silicon,25V,30V,5V,1.5A,,,0.35W,100,400,,0.5V,,100MHz,,,EL-TST-000192,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000192,SS8550,"General Purpose PNP Transistor, 1.5A Ic, 25V Vce, SOT-23",PNP 25V 1.5A 100MHz,,PNP,Silicon,-25V,-30V,-5V,-1.5A,,,0.35W,100,400,,-0.5V,,100MHz,,,EL-TST-000191,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000193,DTC113T,"Digital NPN Transistor, 1k/NONE, SOT-23",NPN 50V 0.1A,R1=1kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000194,DTC113Z,"Digital NPN Transistor, 1k/10k, SOT-23",NPN 50V 0.1A,R1=1kΩ R2=10kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000195,DTC114E,"Digital NPN Transistor, 10k/10k, SOT-23",NPN 50V 0.1A,R1=10kΩ R2=10kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000196,DTC114G,"Digital NPN Transistor, 0k/10k, SOT-23",NPN 50V 0.1A,R1=0Ω R2=10kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000197,DTC114T,"Digital NPN Transistor, 10k/NONE, SOT-23",NPN 50V 0.1A,R1=10kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000198,DTC114W,"Digital NPN Transistor, 10k/4.7k, SOT-23",NPN 50V 0.1A,R1=10kΩ R2=4.7kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000199,DTC114Y,"Digital NPN Transistor, 10k/47k, SOT-23",NPN 50V 0.1A,R1=10kΩ R2=47kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000200,DTC115E,"Digital NPN Transistor, 100k/100k, SOT-23",NPN 50V 0.1A,R1=100kΩ R2=100kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000201,DTC115G,"Digital NPN Transistor, 0k/100k, SOT-23",NPN 50V 0.1A,R1=0Ω R2=100kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000202,DTC115T,"Digital NPN Transistor, 100k/NONE, SOT-23",NPN 50V 0.1A,R1=100kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000203,DTC115U,"Digital NPN Transistor, 100k/10k, SOT-23",NPN 50V 0.1A,R1=100kΩ R2=10kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000204,DTC123E,"Digital NPN Transistor, 2k2/2k2, SOT-23",NPN 50V 0.1A,R1=2.2kΩ R2=2.2kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000205,DTC123J,"Digital NPN Transistor, 2k2/47k, SOT-23",NPN 50V 0.1A,R1=2.2kΩ R2=47kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000206,DTC123Y,"Digital NPN Transistor, 2k2/10k, SOT-23",NPN 50V 0.1A,R1=2.2kΩ R2=10kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000207,DTC124E,"Digital NPN Transistor, 22k/22k, SOT-23",NPN 50V 0.1A,R1=22kΩ R2=22kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000208,DTC124G,"Digital NPN Transistor, 0k/22k, SOT-23",NPN 50V 0.1A,R1=0Ω R2=22kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000209,DTC124T,"Digital NPN Transistor, 22k/NONE, SOT-23",NPN 50V 0.1A,R1=22kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000210,DTC124X,"Digital NPN Transistor, 22k/47k, SOT-23",NPN 50V 0.1A,R1=22kΩ R2=47kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000211,DTC125T,"Digital NPN Transistor, 200k/NONE, SOT-23",NPN 50V 0.1A,R1=200kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000212,DTC143E,"Digital NPN Transistor, 4k7/4k7, SOT-23",NPN 50V 0.1A,R1=4.7kΩ R2=4.7kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000213,DTC143T,"Digital NPN Transistor, 4k7/NONE, SOT-23",NPN 50V 0.1A,R1=4.7kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000214,DTC143X,"Digital NPN Transistor, 4k7/10k, SOT-23",NPN 50V 0.1A,R1=4.7kΩ R2=10kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000215,DTC143Y,"Digital NPN Transistor, 4k7/22k, SOT-23",NPN 50V 0.1A,R1=4.7kΩ R2=22kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000216,DTC143Z,"Digital NPN Transistor, 4k7/47k, SOT-23",NPN 50V 0.1A,R1=4.7kΩ R2=47kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000217,DTC144E,"Digital NPN Transistor, 47k/47k, SOT-23",NPN 50V 0.1A,R1=47kΩ R2=47kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000218,DTC144G,"Digital NPN Transistor, 0k/47k, SOT-23",NPN 50V 0.1A,R1=0Ω R2=47kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000219,DTC144T,"Digital NPN Transistor, 47k/NONE, SOT-23",NPN 50V 0.1A,R1=47kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
